security_id,reference_price
QX6702215684,  69.175900
TP7504845473,  76.670000
AG4171014829,  52.367000
QN5939877628,  47.765300
BA2382658796,  96.116200
YZ4275540795,  68.728400
BG8472454609,  81.940500
EE8463430188,  88.274400
OM0200152219,  67.562800
BK6865443086,  34.287800
ER4412748174,  80.570000
LU2897214278,   9.173700
DG1137270641,  81.715600
EE8817128198,  89.389500
BP9193452857,  37.355400
WZ7565256833,  24.867900
XG6188403972,  94.816000
DK8001079326,  31.942800
XF4972394799,  30.318000
PD3183307074,  62.403900
DL1195955661,  23.331700
OX3293003409,  86.560400
ZG9302955530,  19.983900
EZ4165492496,  69.298800
EK7687135065,  48.147300
DA5945611923,  16.568400
WM4071134119,   6.997000
UM0609142188,  49.341600
ZG2505276265,   6.100000
OH9870394742,  75.194400
IP9281671728,  47.263100
UW8906790239,  99.593500
IL3513310640,  66.532500
OR7398710121,  39.320000
PA0897245789,  61.316100
ED6787803842,  50.953000
KS4121109153,  10.716000
DK4801503262,  97.142900
JI6916688021,  94.373500
NL0345073797,   8.918800
FP8770086155,   3.222900
WR1382793145,  49.237000
RS9495811673,  73.348900
ON6932972033,   5.219200
XB9608237148,  15.217100
UA7011338495,  70.679900
HU0494520144,   6.453200
IH5572506624,  56.551200
VT7492056628,  62.307700
UF9758961421,  72.140400
MQ5858059999,  45.330900
OK6500222528,  48.569900
DQ7640848624,  50.144200
WY9433929417,  40.176300
GY0897427372,  83.462400
NV3644722486,  47.589000
PH4054924701,   4.947000
HV9808548848,  50.235000
ZY3878929699,  24.323500
FV4338755707,  20.587400
MV9219744494,  27.906000
RS5596044529,  21.178300
EU9510065764,  23.506900
BJ1237906281,  56.299300
RZ7846674331,  68.552500
MA9949052536,  26.915100
DR8115262003,  96.109400
EL0351946222,  35.971500
YO0255837892,  50.466000
KQ0922026227,  32.529000
VW7051484816,  58.303600
JT5905763296,  38.484800
OJ1889916358,  11.720200
RH1652997545,  48.473700
AO2724701688,  35.377600
KO8983511432,  46.545000
EO3643319668,  42.415000
SV3398507675,  37.986300
NE3608415328,  81.226000
AI4793036426,  81.841800
JZ6042361621,  98.260000
EY8013972218,  82.595800
NX2276971813,   1.900000
CN8977876299,  47.292600
BR6258448844,  65.593400
VO9946307575,   4.870200
QQ5066095166,  35.498800
DS1541270279,  42.345800
OW4470152935,  84.215000
QR4625076481,  95.691200
SY0712669178,   0.395500
BJ7592030747,  86.864300
UC4755429475,  82.417000
FV9803673749,   8.438600
CC6340339111,  94.659000
RK3039993548,  38.214700
ST1507597483,  12.418000
FK0723102019,  85.133000
AR0485607106,   6.233900
PB1203881932,  50.994900
PS7966846063,  80.305700
TO7157199012,  18.810100
JQ0770872774,  32.650300
EJ5998122973,  73.388800
EO9403677406,  98.611800
NJ9817161987,  38.497000
OQ7112508221,  44.847000
GB7779116421,  98.849200
ZE0287526029,  80.962400
NM1164535694,  41.946100
EZ4515807542,  82.245100
BE6822906190,  97.756300
GD9740324551,  27.191600
XB3504527935,  36.434700
UH7826903653,  55.120800
KO9356240919,  13.381000
KO6962608385,  28.412500
SS6008894748,  66.753400
QF5947447926,  42.930600
LK0974306335,  38.374700
RF9476724433,  15.645700
EA8362951565,  81.847600
VM0921104734,  20.303500
JH9334225063,  28.501200
WD9158678013,  99.653800
BE0207035804,  98.475800
XS2450545317,  90.439800
ON0000411487,  49.199300
VV0708532832,  98.516400
NG2051911451,   0.746500
FE1608559005,  39.789200
XW6131504627,  34.273800
BL6119242674,  53.227800
IC9658875922,  58.603000
PX1408695284,  50.583200
MK6114686761,  31.321600
PU0727283026,  72.274300
DS5187422736,  41.655800
TE4772243684,  57.132700
IU3035580356,  99.974600
BY8922301863,  86.481000
UE7409619067,  75.241400
RM4583420550,  52.606000
HI0628251262,  79.963500
YQ6523509696,  65.903900
HW1996983871,  64.362000
KL7350756452,  48.471700
UY8053590087,  31.841800
CY3379661994,  65.380400
LP5325612163,  17.780000
MZ0986730435,  68.530600
LP4155617196,  53.326500
SK4251079598,  54.238000
LJ4778081602,  14.530900
NU3335904920,   6.807600
PR7123685281,  42.574000
PV6347118649,  75.120400
DS1058476360,  69.688200
XD5030835268,  86.475500
ME7304874396,  96.550000
YG9490816607,  88.857900
UL0546711672,  66.852900
QW2348233213,  60.827100
YC5472352340,  79.990400
SO0162586614,  47.682800
HX9691181734,  76.361400
ZI6755029381,  96.732400
VY5490731107,  32.489600
UJ7268732676,  88.941400
WY2894118051,  53.198600
CU8888924350,  47.560200
SV3663075204,  90.542000
YP2506609969,   1.676800
PY4429579834,  81.697000
OO6094788435,  11.420900
WU3841069724,  10.663400
VG9715030350,  97.707400
KR7934605665,   3.584300
RO5748308930,  14.729000
VP4980032429,  37.680000
RY2353132195,  13.518800
JN8984803103,  34.870500
YC1448842167,  72.476000
GE2715943845,  16.215200
NK4974000837,  71.331500
EC3795664610,  52.840800
CR9240780258,  76.989900
CW2934175800,  60.406900
UW6717015262,  99.819600
KT6872327983,  85.746500
PG1089927210,  20.269600
GL9729892972,  83.965000
ZJ5432804559,  58.602100
IC8151252934,  43.519800
VW3275545363,  93.955000
WA0419494790,  35.682800
EO2709343149,  48.107500
YS4388768210,  23.432900
XX8694080589,  99.718500
BL4831367591,  40.282300
UY0945902569,  84.835600
HU9846349171,  50.455000
RK0541999183,  21.785000
XH6206186241,  91.324800
SS4091330960,   9.475300
US7806441008,  38.489400
WE3342172228,  47.353700
OL9216071390,  10.832700
GU7516971630,  36.413100
QU5276762267,  20.327600
ND3585213550,  28.128900
XA0008531588,  44.797300
ED8009326121,  38.668600
IM1676567751,  46.695200
UL9434756441,  63.162100
IX6360460634,  48.573600
OJ1363451627,  55.975400
CO7575422972,   3.671300
BR2004660506,  27.233200
XD0473704171,  73.108900
YJ7814455316,  46.854200
LB5625185903,   5.214000
GH5295004039,  85.461200
GF9030625801,  73.125900
QI0536897926,  92.754700
OV7985100846,  63.787300
KI7545569416,  89.664600
YE3209957090,  41.402300
IJ3621611325,  33.827900
OH8463005570,   0.857400
HT5886405141,   1.890500
YF8816557485,  95.246900
LE8124109398,  63.119200
YX3604956162,  33.624000
JO6887672988,  77.203000
PA7202014591,   0.828600
UJ4762509009,  99.690500
PI5323279463,  14.858500
VY5445512218,  11.285000
ZV0792110864,  85.512900
QL3654021964,  58.310100
TA5888194793,  71.851200
RJ3847114887,  70.844200
YE2814980943,  61.224300
NX2709649891,  49.890400
CE5481314529,  51.251400
HE6879575941,  32.574400
KJ5345507015,  80.218200
QY0396389312,   8.105700
ML3569661102,  26.275900
MV4851489984,  35.597700
JX8555166581,  85.470400
SK4763484354,  76.843000
XA0311449040,  48.116600
RN0124810391,  77.674300
FF8789217733,  80.347300
OU0081673899,  19.158900
ZG8111117128,  62.675400
QL9317432893,  34.912800
UI6732383591,  47.660800
EH8240119056,  57.203100
TI6706687219,  60.505000
YT4180481133,  15.559800
WR8244858870,  69.394900
CK9273598607,  54.837900
AS5583860923,  35.794900
JH3268272274,  32.625600
MX3815124986,   6.660500
ZG2892134196,  82.536800
LV0508167322,  16.354200
DD0121441946,  17.951600
BT1500639587,  71.250000
HV1117865085,  58.917000
VZ8498995602,  76.107600
DZ8701631204,  90.730700
HU5523189176,  88.643100
RV1077272747,  26.127000
BY7680039774,  79.836700
BJ2001575103,  37.576600
OI4091416371,  92.894800
QK2221882465,  53.107800
GR8417250466,  79.205100
OO2411865571,  76.149100
TC7137026358,  83.116200
EP3835373317,  82.457000
EA4663060102,  53.863900
WJ6457815586,  57.651400
AZ8362428424,   2.478300
VS7912583667,  62.109700
XB5897902417,  37.214500
VP6593270428,  57.606500
VP4270160329,   2.319100
KT7847345858,  99.558500
AO8884305769,  84.975100
GN3615236936,  20.792000
AV0622816471,  85.456900
IJ2113682696,  64.876500
DT3969017511,  86.708000
IB3706484420,  54.867900
AK4423984850,  93.129700
BY6384557277,  41.263700
IT4712404500,  51.952500
ST1237074169,  97.757300
ZE7223441287,  80.928000
ND8284540587,  78.298500
YR8140724199,  72.962800
YB7324891622,  84.699000
ZS9389327224,  20.720000
TU7751322223,  92.605100
HM6075984420,  31.235500
AN7116953998,  90.642000
CQ6208569293,  64.640600
VY0435929242,  62.760500
GV1132928862,  83.528600
HL6162433944,  79.785500
QB1003796159,  96.238000
OH2166978976,  81.317800
PX4388359909,  13.789100
SQ4822996455,  87.374600
UM9334879299,  33.661000
NI6021434633,  86.484600
XI4548743301,  77.888400
YP4675883793,  69.513400
MO9119440714,  36.158000
WB6681083504,  15.535700
TQ0778071075,  37.159300
AK1394195247,  56.860100
HF5987273622,   7.636400
NZ0312564398,  23.168200
ZR9226325824,   0.800500
XT3364776596,  98.596600
UN2130271256,   1.275600
GB0012455414,  40.545300
OE0216423155,  70.145700
JR3239976512,  33.821600
ZY3528592974,  30.670900
QB6463838555,  73.764000
IP2988440617,   0.219600
UD7673573190,  15.180900
VZ3715982691,  90.834400
LD6476809246,  81.573800
KO1322785039,  30.885700
QM7315077278,  43.871600
BK8375274069,  15.414300
LF1410197149,  11.288100
IV0709274946,  94.214400
ZG7844337254,  70.778300
NK9176627134,   7.333700
EG2225342073,  75.501200
AV5341941658,  24.647200
FO6100447979,  33.240400
PG1072915839,  84.501200
SF5319182703,  84.489000
OL5338667690,  19.247300
SQ7256004290,  63.261600
IR9117017660,  84.462600
TT5868475376,  78.288600
OO6715789578,  69.495900
IQ3364324402,  52.910200
OL5483357767,   2.209700
AN3090561848,  30.155300
DN5974442432,  55.193600
CE0443881565,  36.499500
CY0847102060,  40.903900
VM4140092046,  50.905600
SP8649122792,  40.626100
ZF3988295725,  14.821600
TL0772321547,  54.419100
MU5789068929,  96.445600
FG6080184480,  35.675600
IB1504309374,  53.859400
CQ0776496247,  80.232000
IH5849702132,  36.679200
OT8547660760,  35.362900
XV8533469835,  75.904600
HQ7839493501,  17.779100
ZB3058266407,   4.858700
AJ8082753669,  66.447100
FT7722254078,  43.646800
FP4549195602,  34.331600
TV8884237816,  91.253000
AY7388974072,  14.236000
BC5687468916,   4.467000
XS5391204298,  59.880200
OY3336140689,  13.399600
DX7036114623,  84.183000
JI1605608484,  34.127400
AK2653910863,  38.788400
UP6582850906,  65.215100
SR4497291062,  64.833500
KP2545537448,  76.425300
EU3721342061,  10.670500
JW1051213260,  68.747300
SI5716238029,  29.772000
FJ5418603869,  21.476700
EI9076445022,  48.476900
IX5325607118,  60.552700
XG7431178858,   8.341600
NI0229039956,  62.826800
WD1680723928,  99.493000
YD8121343468,  95.392700
ZJ3196735596,  62.445200
YW3913817566,  73.119200
SI8709272202,  48.798700
SH8066663922,  30.836700
PN0473681186,  74.776600
VK7178817611,  85.137900
YG0259652804,  55.332700
ZM4732104270,  76.266300
GK9912335951,  56.372000
NC9944079630,  66.841800
WH4042805190,  42.712600
SJ3882416427,  35.979800
BJ1362342667,   8.426100
SF7819525821,  11.229500
WU4637845788,   5.302300
ZT4333708506,  78.797800
FV5902333582,  75.175600
JV3172294987,  34.726500
VD1849475856,  53.651700
WP2881192943,  93.720300
FW9899068156,  73.110300
UC5654954218,  49.610100
QA4776582253,  15.947400
EF5701524621,  58.951400
IJ3724181854,  22.786800
CP1966371551,  70.638200
QF3833380489,  14.654500
YJ9715643655,  83.203000
ZE4472735062,  87.637000
PS9190929820,  10.143700
IS2651594089,  13.298500
BA2759217863,  68.587300
WT8738243527,   2.542000
AQ6106841168,  30.715800
SB9166365271,  78.964600
BQ7027342978,  89.869400
JB4586907133,  21.821400
RP9961189045,  85.203000
TE0020851912,  11.880200
JB5844920837,  97.793800
KU1636045451,  96.330000
NV9805904794,  48.743600
TZ5109497705,  63.205900
QV8555627602,  37.646200
MJ5523009932,  20.820000
VD9182329139,  58.409100
GM9621272179,  96.176900
MR3048611199,  97.316600
GG5248945598,  79.585200
IB3900569132,  83.781500
IU6078676826,  43.897000
CB0938621548,  45.531900
VR7401667087,  24.702300
OP5169632087,  22.733200
FX5466536085,  14.311000
ZY7075880783,  93.878000
MQ7926800978,  94.211500
MZ9227838477,  29.936600
XI3342635544,   5.102400
YZ8341864046,  86.616700
FD2058797900,  80.212000
FZ1119401921,  98.172000
VV6113074320,  50.805000
XP9794007906,  55.695300
JK5460833029,  65.291200
XI3981835511,  74.710000
KE0146722222,  93.106000
QJ1781371267,   0.524000
YR4404832829,  72.380000
EO2796341196,  12.777800
IY0376794197,  83.925800
KU8399690901,  68.912100
WF7900633805,  61.745900
FN7967926678,  93.422800
NM4679492804,   0.466200
OX6476906342,  57.501100
NV4984217696,   4.770500
TW2649392079,  91.389700
GA2709696091,  81.105600
TQ4605310842,  39.166000
MY9522384699,  60.786400
QT1572009203,  67.249000
YF1242377372,   7.342300
ES2557298837,  10.686000
KS2003921972,  27.872700
ZR2606033330,  93.416600
JU8067231156,  82.251400
MQ4133601890,  93.814200
RR9365686869,  62.709900
XJ6093509872,  10.950000
YV0019259272,   9.800600
JA9383924095,  30.876000
SM0474660766,  95.821000
JT7219750730,  54.315500
ZX8457382939,  91.949000
SU0214197516,  95.280500
BR9344630083,   1.533000
JP2049028879,  81.514200
RM6531313607,  48.810800
WB4574314416,  20.988300
ZL1966331810,  54.101500
VN6109768809,  45.126300
BS7314063755,  87.834000
UN8077992252,  83.265200
FP3901636614,  97.910100
YF9360731934,  12.661700
DH2418990735,  92.630000
PG1779717063,  82.892800
RL6013740510,   3.370500
WZ8301315007,  48.145000
CI5006159147,  73.934700
AM3873089097,  83.619800
ZQ8332196078,  71.660500
GJ5395486914,   3.865100
CF3627436225,  22.870000
DG0734146349,  72.156000
HZ4365247279,  31.994800
DK2517128879,  98.647500
RA4627011268,   4.780800
NC2597795855,  45.317400
ZE3458362521,  15.581000
VX5548181183,  79.115300
UR4021822268,  86.634500
BO9814242214,  25.215800
VF0467083790,  91.596600
LH4116866782,  34.989600
UG9113754612,   1.469100
ML9889243202,   1.156400
CA7226081084,  38.310000
AF6572475821,  15.444500
AJ7878072614,  20.984900
UV1235341169,  31.492500
FO9622919308,  56.584000
WV6100460503,  17.463900
OH9005959492,  28.175900
OQ2038709229,  10.316600
EO8556310549,  37.960500
VG0009296798,  16.272200
XD9105569341,  72.479500
PG0610834204,  31.130400
KY7003285118,  81.677700
PT5117376254,  43.287000
AA6059236281,  99.287500
XJ8460820974,   4.126400
VN6784348027,  70.918000
LN4841023817,  86.650000
TH2715934720,  84.726200
EZ7209334151,  72.671900
HI7933855655,  51.407500
YK3384176436,  94.100200
VC6838852654,   2.559000
AO4725406705,  93.568500
CQ5085484535,  69.709800
RK5985038861,  28.254300
QM4192918809,  16.285500
QT5119667990,   8.657700
NO9186178342,  61.913700
YO0757126695,  74.835000
VM0913215950,  14.920900
NF7692361545,  48.612300
DF4326908685,  78.856600
FE3101149867,  59.944800
HF3051745993,  78.925300
VS8558771021,  83.968900
OE8640011040,  28.149900
OM6858624256,  72.588900
MX4202825542,  35.238000
ZQ7212529003,  36.457400
NI6241308799,  82.388400
BY0783857275,  14.288200
DL6329425597,  89.227400
VJ5677730837,  39.112600
AR0079726713,  61.376100
OV6003244169,  64.277400
RE4203560398,  71.907000
UF2811934206,  17.577900
CX3976189578,  32.684100
VM0128589878,   9.129600
XV8389456583,   1.701900
VC2896227673,  11.917500
NH4754842157,  37.931200
YF6318764682,  13.860600
ZB3215580643,  22.525600
RC0199871564,  39.284900
GQ2419268985,  73.243900
PY9703807578,  26.660800
NH8802806825,  19.495200
ZW0268759035,  95.637300
PI2627402107,  97.826200
TH3014978355,  46.581300
EZ6923992510,   0.436600
GR2273491117,  11.449900
HI6048736324,  82.548300
EZ3610800861,  48.531900
PK0884241018,   0.698200
VV2743289418,  37.587000
BE2806608877,  64.726900
OX9041710537,  62.596900
YB1734621734,  74.537400
YI5390798471,  29.403500
HC1280531674,  26.270600
LM4101366813,  99.600200
DM3938391121,  72.733000
DH3835991871,  60.669000
GD3295700735,  97.740000
VX5152661474,  33.562500
BB0504954871,  86.843600
ES1696956848,  76.878900
HY5049703844,  17.341900
AR8441471571,  77.457500
CZ9804999412,  34.621600
HD8258633567,  25.260800
YS1684639940,  93.753500
YU2599054683,  75.487000
KO1488255143,  20.883500
WW3175649202,  73.331900
CL2167398806,  83.686100
EE0744054940,  94.431300
WM0804462511,  31.731500
RS5018415518,  46.934800
CI8551633677,  67.809300
AO0166564811,  34.362100
TS2656870216,  11.787900
BT2889050854,  25.627400
SG4955152476,  20.665700
OT8203366127,  37.858100
DQ6835413882,  38.910100
YE7152429164,  30.585100
FA4231181942,  51.556000
ML0625715797,  59.877500
LA5274479234,   8.116700
OB9373881067,  78.518000
GI5209072960,  91.838000
WA1202246473,  47.365300
OJ6456254028,  23.353900
CG2108404576,  42.648400
BD1718544338,   3.857400
BA0097316108,  37.547800
VA6923488109,  95.342700
AR9368434452,  16.903700
BI7527821855,  68.303900
TK3936943803,   1.302300
HN8910371024,  65.914100
HO7495319153,  81.431400
GE4894499176,   7.688600
CA4207714411,  10.747600
WO8105326486,  28.812300
JN4332912973,  97.122100
KI7107797249,  85.148800
KC3151956937,  82.540000
AR0348506059,   0.239900
WA1336152064,  43.454200
VA9636963811,  53.563700
TZ0550599304,  55.806000
WT1008680711,  99.567200
CA8979627114,   3.120700
WP8833234527,   7.157100
TT9403990422,  87.711100
OZ7148920117,  18.319200
PH6402238447,  54.849100
WI0580929520,  69.443300
IC6860425740,  34.719100
KI2770042601,  66.193100
IU7889267989,  54.131100
TG7139436674,  18.542200
PZ3866939244,  16.171900
XF7822891164,  73.203200
XO5835335221,  28.961900
LC6711114572,  95.691600
YE8206192369,  25.532900
AO7975748816,  17.350600
PS2677424514,  58.901500
MR8578449577,  60.279200
XY4476610086,  69.869400
AB5515085396,   1.762600
GH1697342636,  17.886400
SW8329346842,  14.797900
KP0743305414,  20.596200
LD8559209566,  32.351000
ZG2510734915,  11.721100
MO6365755620,  36.721000
HM3097944225,   5.485400
YJ0345317020,  52.516600
PV6466799066,  35.210700
JU9148906094,  38.407200
DP5020305236,  90.162300
BX6713115308,  61.515800
IH6411811655,  20.519000
NS8723461581,  64.585200
YK8198963909,  27.840000
PH0824825611,  50.573700
ZD3804141564,   4.174700
NW5421872158,  54.726000
JX8312914521,  41.937100
VS7816948013,  71.644000
DW4896746546,  90.230100
MY0822438123,  54.511600
FT2492960507,  31.956200
FK2097780332,  81.509300
EE9966064131,  29.112800
KU7295521403,  26.426800
DV3864344550,  22.444500
CN2054852047,  25.350100
JT9188164690,  75.164100
HP5442410696,  23.199000
FW7204326354,  33.230000
FO6002962268,  93.637000
TT9111908244,  40.434200
EE9892177847,  23.602900
DZ6788734926,  38.186400
KW0336137836,  41.799900
BN9498517219,  20.559300
TE6692275398,  18.537200
ON3179527616,  60.616700
EA6815292333,  98.705800
OV6367003563,  63.539800
XL5116214129,  83.726700
DN5500276935,  34.339300
MG4737995969,  50.904000
FO9876948050,  62.625700
DM0613090238,  64.369300
GP4073926863,  82.920000
KT0510326415,  65.571100
YQ7199716147,   1.388400
TX5077277786,  14.731400
PQ9058135406,  23.524100
TL9119482108,  14.797400
EA3905661357,  83.639200
FB5077094016,  28.509700
KS7687373029,  97.312900
QK1293586290,  84.826000
ZH3304983690,  99.693200
WH5944906541,  30.690300
ND8656280125,  31.687700
OD9628484840,   7.307600
XH1298722733,  82.594200
LV1342584915,  89.492000
SB1638878506,  18.853000
EA1784219235,  52.924600
LI9953642705,  79.411700
MC7349754735,  95.511600
LL0003288696,  42.386500
TD0375385288,  95.127000
EM9539735503,  25.859000
PJ6952315146,  68.817200
TB9413621530,  85.176500
QX0092251558,  48.128800
WX4214084624,   2.342200
LD8178810716,   7.890500
KW4351691316,  85.517500
UR4272189078,  84.846400
TZ9406782865,  29.118100
PL5264340403,  53.241300
XV8793067528,  84.403700
TA1888624756,  80.211000
MB1698443889,  42.553800
AH7890658541,  39.392800
TT0788541304,  67.332400
JC1300703630,  19.810000
RR5073810370,  65.137300
EQ1511916630,  32.628200
ZN4795394405,  92.686900
JQ7399346865,  97.544600
SS5477273669,  58.464800
GA2967834544,  98.430800
UE7806199672,  15.379000
WK7258439686,  89.191000
QQ3947922969,  34.488100
CE7346297105,  59.912400
AK7601786852,   4.671100
SG0987031974,  40.306900
NE2376993527,  18.603600
XU3850963526,  13.130000
BI3476722545,  82.691300
LK9084184731,  71.781900
PM4849423956,  95.595700
NQ9128814705,  11.841600
WG2489039660,  16.136900
BZ2104466857,  59.162300
YS8373742907,  47.157500
GA9257272031,  62.365600
UU6185689045,  62.227200
MO9686835226,  28.173300
EW3121330265,  69.471300
OU3454173672,  73.111500
GP1628349621,  71.517700
OP8703189294,   9.345600
DD8574230480,  31.616500
TH4022681834,  24.522400
KW9327004379,  66.661400
FI1397877986,  30.837600
TE7932534655,   9.751000
YS9168084227,  91.909700
QR5344840314,  40.453700
WV5650402382,   5.700700
NF4798533769,  61.693900
JA0583101421,  41.330000
QS8411645375,  80.417200
BQ1059834910,  53.743200
QZ3701836238,   4.709900
KU0425303027,  86.539800
JS6600884052,  44.689800
LK6037694666,  93.242600
IJ5224711761,  28.245200
TF3631299708,   3.408000
NG3876790062,  54.264500
RP7425886236,  70.287200
VC1428431291,  85.501400
AO2484591355,  58.253500
TD4605622551,  39.220200
DU8476215280,  46.761200
UJ2891219236,  73.341900
LC3599664370,  23.703600
BC0241935586,  51.734100
JX6715606311,   0.170000
NV6769736101,  95.432700
LE1359055712,  69.227700
ZT5461842076,  35.991600
EN9977153207,  57.502800
RD7706381038,  69.149100
PO1117973867,  86.484000
AS0274961254,  69.571400
UZ7883993558,  22.357200
ZK0349857713,  58.901000
BZ8314836418,   4.553600
JM2247619419,  99.406100
XJ3603815729,  36.921900
II7896637891,  13.794200
XL6649312898,  82.508700
XK4026670839,  80.844100
YA3879389607,  33.878600
CO9702215942,  78.680200
ZR2067936246,  86.895000
VF0662906990,   7.902600
XN5086755941,  76.477400
AE3655547444,  87.552200
QJ1151012159,  91.757800
DS3639006698,  69.901500
EF5120149130,   4.504300
FR4019416558,  37.434200
VP4902931032,  72.168800
AY6871646385,   4.226600
QV0448522784,  60.194000
QG3657134905,  18.446400
ZB9632790170,  91.670000
SN7882947322,  53.637100
GH5976760525,   7.458200
VZ0327401465,  89.852000
JP0947030523,  98.630000
QL1468260645,  22.467000
SY7440143756,   2.361200
UR7026323264,  77.207600
TJ8890246941,  39.657600
DV5897990344,   1.673100
HC1538027099,   6.460000
KB2496846813,  42.386000
GP6333783264,  84.575200
WQ8029546019,  60.729800
XY2410909569,  33.370500
VQ6864727646,  15.356800
RR0691077930,  65.985000
TU1642303973,  88.260500
NN6435442896,  43.534000
TP0379049475,  24.440000
XN7366515241,  44.135800
RX1843396579,  99.905500
MI6111165600,  69.836600
NN0158542322,  64.181500
XB3426911816,   9.993400
RG1709280265,  90.206600
DH5611727391,  53.803500
FV0816711154,  67.905700
VM6475112406,  69.880000
AR3936355108,  20.654000
RI9508133127,  56.300000
EK2807349978,  79.107200
BQ1145330295,  99.520300
HQ5287186229,  78.691400
BL9149907881,  96.247900
XB4170222622,  35.149000
PD3613229505,  69.839000
GP7715426934,   7.404300
SL0627970607,   1.691000
QE2425430226,  60.991900
KQ5668406558,  39.349000
KN2247309045,  85.684500
IS2760395636,  94.697000
MN9675232153,  71.861400
ZK5124756178,  50.547100
WY3998491467,  34.772100
SQ5000965995,  29.985000
VM3369742510,  96.446000
JE1653414359,  92.286500
TY8126905327,  90.434400
JP2701418195,  16.173900
WY3325550839,  48.585100
BN8156690504,  19.182500
CX9434633086,  62.506700
TD6549887598,  34.450300
RM9755242965,  23.514300
FZ7000546188,  61.927800
ES3164863931,  61.361700
LA7781177053,  86.942600
YE6376909110,  89.362400
WR2442430410,  75.257000
VS0102961656,  22.420500
MS4852373492,  53.691400
WI9185013919,  97.618500
JJ2332782936,  10.970500
UL4294408234,  56.745100
IA8762001347,  50.187000
UR2304003690,   8.388100
XX2913327480,  68.221200
ZD9568397274,  19.933900
EN1365564078,  57.177500
SK0227103119,   3.788200
MG4602744551,  62.941600
PP1237983810,  56.881400
IY3064982863,  56.545700
QP1892806297,   5.769200
VS3254261660,  59.234000
MU8453171839,  84.546000
VU8763897712,  79.624600
KK8315763689,  47.851100
KK1444108382,   7.757700
KX5466844680,  71.466200
BI6676419603,  30.639100
ZO1564126984,  15.825000
ZQ3982702922,  77.145000
SF4699240843,  43.433400
LP6168155041,  95.658800
EW8448455586,  57.237200
AY2424830072,  40.100700
TH9438889428,  52.238200
VY4952356531,  33.620000
NV5076784918,  60.282200
UN4883181570,  30.147500
ZS7938969953,  37.715400
MB7086771553,  25.199000
YS6861130439,  18.590100
SM4785819350,  96.516200
PC6594562847,  30.149000
ZZ5370080445,   1.127400
OE7163050537,  18.690500
VT9444905068,  66.950000
BI1243143301,  56.197700
SJ8441956535,  81.286200
RW2291247806,  31.825600
NM9951617530,   9.658900
FP6966663104,  89.233600
HL3925126989,  47.348000
IK3890602132,  97.990600
VP3696208185,  21.846900
CF4218040480,  15.577400
JM8921535160,  62.662100
DF1566889040,  28.606900
UD5031002641,  70.564900
IV5212804551,  82.429800
ID6317311337,  46.794500
HL4701123575,  39.313000
GQ9270648906,  54.566800
MF6256900255,  17.966100
SM3911991660,  70.764300
ZB6157065034,  78.858500
RL4695147812,  48.794800
QY3197452923,  12.695000
PQ4182829167,  78.709100
YR1460664933,  37.999900
TS1678776082,  53.157900
OX2301470243,  29.485000
EI6175477037,  47.787000
AD8588247392,  93.156200
NK6015113425,  60.558000
MV7946700888,  93.287500
RK6679740808,  79.145600
YO0799072302,   6.752500
ZI9976345298,  74.977100
GH4865302702,  78.965500
QI4317424143,  84.681300
PP1248563632,  61.300800
EZ8277664280,  23.313000
YK3961939665,  40.622200
KJ7967119250,   4.435300
TD7481801645,   8.690200
GA4917952993,  98.240100
GR1619645031,  56.275100
WH1321291372,  72.745300
VI2265974085,   3.576000
BU5997322256,  72.471000
MJ2095550973,  87.505300
UA4922432510,  23.997100
QX9745317513,   1.850000
UX2448431634,  73.606800
CR3868329525,  91.483700
KO4246139288,  59.281200
HH1079551570,  42.664100
FK3056888438,  11.665000
ND4129865197,  10.325400
WF7383104489,  12.882800
AQ7235193769,   9.758100
WV5314383694,  45.456600
JB8240986675,  51.580100
WG6148985460,  65.541700
YT4989652237,  87.282000
MI6739161538,  73.226800
YR3367218289,  24.182500
CZ2562770108,  98.993500
DN5317449004,   6.231800
QI8479684605,  52.260200
XN0318228421,  80.902900
BR9295312591,  48.972200
CF2271894964,   3.853800
EW4316668944,  51.531000
YM9858777936,  57.970000
BB8533339239,  72.699400
RI2917643334,  65.390100
YH8380829306,  24.757400
YG0740838562,  32.364100
CK3830381120,  86.429000
BS6273795959,  59.622500
YD2175014329,  70.433800
KI9392812691,  79.861100
YF6943036949,  75.748500
XM8510694542,  81.509000
XT5717253116,  79.673800
NX7952392573,  40.214100
SI6472543078,  15.127400
TJ7327568698,  50.356000
GN2524183893,  88.650000
WM0770368542,  37.790100
BD9084514424,   2.346500
YY4774899684,  67.293600
DA1149809974,  35.701000
XF9169742767,  19.406900
LK2219123982,  28.155100
XJ6067669606,  93.244400
CW7283289416,  62.294700
DY1594685463,  59.290000
IE1740175623,  44.708500
AK1540788136,  12.381600
BG7485478381,  26.496000
DN6474261191,   4.576000
QB8410265607,  47.823500
VX7700835880,  60.757600
SH4738577737,  91.584600
TQ8870752861,  30.736000
DJ8139673169,  74.312600
BX0025833581,  80.473800
JZ4454968014,  23.730600
RW0636337582,  39.434300
EV7449781916,  50.947000
UC6531734395,  60.702000
QA1158068144,  57.938600
IX2198251156,  97.686100
QN7521665482,   0.892700
AU2251310541,   2.666200
ML8199098694,  35.708800
HK9927856478,  75.399500
LL5238696894,  37.499100
IQ3731015843,  94.694900
YB4178468100,  32.702400
PL9060992176,   2.621000
