order_depot_id,order_id,security_id,limit_price,order_side,order_start_date,order_end_date
CW35X5,913793,AY2511859372,  42.893325,S,2022-08-25,2022-09-22
GG44R9,991548,UA4305926174,  29.392645,S,2022-08-18,2022-09-28
BM01Y5,588942,XY3291914366,  19.305430,B,2022-08-14,2022-09-20
XP04C9,383096,JI0572601275,  67.225500,S,2022-08-27,2022-09-02
LL04I3,992850,KD7172026915,  76.042500,B,2022-08-22,2022-09-20
ZU95X0,693673,WQ4517347654,  89.345340,S,2022-08-16,2022-09-27
MP62B7,121695,OI3424878348,   1.359070,S,2022-08-05,2022-09-13
EH55F3,317242,SC9635502510,   3.489560,S,2022-08-27,2022-09-25
YY46R8,249307,XN8341198982,  54.782690,B,2022-08-20,2022-09-07
OB66J6,506224,KS3459033598,  84.244225,B,2022-08-12,2022-09-23
DO71A1,320652,AE5274105693,  19.795340,S,2022-08-18,2022-09-13
LZ97M5,617974,SK6315528876,  56.192535,B,2022-08-27,2022-09-10
HA13N9,549856,LC6445521090,  46.362820,B,2022-08-05,2022-09-14
FC73D4,246981,NR2237810836,  95.337775,S,2022-08-16,2022-09-23
YV92U8,873085,EG6167762196,   3.228560,S,2022-08-26,2022-09-28
LD01A1,345829,PH4235750408,  84.387435,B,2022-08-06,2022-09-14
GL21S6,698095,HH3662202725,  26.140190,B,2022-08-22,2022-09-09
PQ72F5,488726,SU6008959920,  94.021665,B,2022-08-29,2022-09-02
RD90I4,82602,KU9305422518,   2.358050,B,2022-08-04,2022-09-13
LD88T4,199858,KV3797955290,  81.082365,S,2022-08-31,2022-09-05
DU72J2,539148,RL4460305474,  90.115415,B,2022-08-19,2022-09-09
JP66G2,70354,SI2308706042,  31.026590,S,2022-08-07,2022-09-18
NI51B4,545515,NL7336390110,  17.162445,B,2022-08-21,2022-09-18
ET56O4,592506,NB7298370883,  49.683140,B,2022-08-02,2022-09-03
LC47M0,150829,TP6086305942,  47.725950,B,2022-08-28,2022-09-14
FS43S9,617582,OY1529162911,   7.363225,S,2022-08-22,2022-09-05
AI84R2,321499,GU1055987193,  73.182860,B,2022-08-19,2022-09-26
EE87A0,327243,WK5869880006,  87.096015,B,2022-08-06,2022-09-09
PB97M1,463653,GJ6606573177,  89.445940,B,2022-08-29,2022-09-11
NF18C1,840727,LL8181836039,  40.016340,S,2022-08-07,2022-09-28
KY63Z7,897862,EJ2599212083,   6.748720,S,2022-08-26,2022-09-12
PA91N0,833383,CK8996953541,  88.222545,B,2022-08-29,2022-09-05
HC80T0,157894,QF2830174395,  21.807970,B,2022-08-30,2022-09-27
KG34E4,306896,AG4287578616,  11.687170,B,2022-08-17,2022-09-14
DG22Y3,387423,XY5521513669,  50.366655,S,2022-08-11,2022-09-29
LK08L9,928074,PO4811718819,  59.636060,B,2022-08-09,2022-09-27
KZ19S1,214733,ES8849845550,  53.182630,S,2022-08-17,2022-09-29
FM06X5,268696,ED1039808108,  16.195765,S,2022-08-25,2022-09-24
EO95J0,785496,AU4399344021,  65.124685,B,2022-08-16,2022-09-29
TF68B3,774129,AW6765566394,  51.330235,S,2022-08-26,2022-09-27
RV54M5,897295,AK4909366806,  76.262890,S,2022-08-02,2022-09-15
VJ78V5,357246,RC0446673702,  47.068065,B,2022-08-03,2022-09-19
RS64O2,850241,SF2999635847,  67.394780,B,2022-08-25,2022-09-29
CL13J2,885185,MP2642828789,  71.277890,S,2022-08-04,2022-09-12
PV00O6,381970,NU3230396809,  24.862355,B,2022-08-19,2022-09-28
GK59Z7,587350,SL0374211292,  76.948635,B,2022-08-17,2022-09-06
MX81Q3,818514,MA0421523341,  50.250905,B,2022-08-28,2022-09-18
MV98K1,909388,VR1587903880,  39.780910,B,2022-08-18,2022-09-15
IS09C3,808149,QZ9273261810,  38.683830,B,2022-08-27,2022-09-08
HI30F0,415462,QL4077121866,  92.045300,S,2022-08-14,2022-09-15
WG18Y0,463929,BE1451832544,  24.560600,S,2022-08-15,2022-09-19
TX89I3,234990,IW3757188936,  13.651680,B,2022-08-27,2022-09-07
RT40A1,561522,WC2972939974,  17.469430,B,2022-08-26,2022-09-13
RZ64M7,649645,AU6021558055,  71.851790,S,2022-08-10,2022-09-24
FQ47B9,640739,IF0582764701,  52.120255,S,2022-08-07,2022-09-02
IA28P0,66302,YT2647761691,  13.762655,S,2022-08-22,2022-09-05
BS48P3,8872,MX7503585294,  63.607065,B,2022-08-26,2022-09-28
JL26L8,855411,YZ3799796838,  43.542300,S,2022-08-18,2022-09-23
DK20S1,110359,GS8310949892,  30.539945,S,2022-08-11,2022-09-04
IZ43Y0,860279,NE2183126050,   4.169000,B,2022-08-11,2022-09-20
CG64X2,777233,PJ8961179348,  32.691545,S,2022-08-21,2022-09-23
VM11M2,798794,ZQ7955324532,  62.070275,B,2022-08-16,2022-09-05
CW57U3,780047,DZ5410037406,  24.778215,B,2022-08-26,2022-09-19
XD82J4,382871,FZ3593738508,  10.217200,S,2022-08-07,2022-09-05
NJ72X1,312110,NY3086976203,  37.820040,S,2022-08-18,2022-09-27
XX55R2,554424,KR6528941226,  31.699480,B,2022-08-16,2022-09-26
OP01J4,75281,SU9884371584,  15.974680,S,2022-08-02,2022-09-10
SA32O5,918085,VI0777337393,  36.207000,S,2022-08-03,2022-09-24
WN99O9,552946,VO8093988480,  92.599800,B,2022-08-18,2022-09-07
WG33W1,353903,BK0615975327,  52.625420,S,2022-08-05,2022-09-21
BM33E7,38703,DX3828172793,  17.986415,B,2022-08-08,2022-09-08
YV59N3,720890,CB6245526538,  78.152835,B,2022-08-28,2022-09-27
FT27V5,669220,WY3848902606,  32.189840,S,2022-08-13,2022-09-12
MK77G1,810599,HD4627013903,  33.381600,S,2022-08-30,2022-09-07
DA92B6,457505,TN1044126627,  44.332820,B,2022-08-11,2022-09-06
DL34X5,21087,ID3924865927,  32.327150,S,2022-08-12,2022-09-06
KX11O3,27908,WX6978766651,  45.504855,S,2022-08-31,2022-09-09
TO38V3,552971,FM9549257242,  15.782345,B,2022-08-13,2022-09-05
CA24A5,1247,EN2862553612,   7.473325,B,2022-08-13,2022-09-02
GW48T7,768139,BE5057109131,  14.861025,S,2022-08-30,2022-09-30
IC46E7,916214,GD7318756652,  78.103980,S,2022-08-30,2022-09-25
QU01Z2,333707,MG3503261058,  24.420005,B,2022-08-09,2022-09-04
UY29G9,748926,BI1243143301,  56.697815,B,2022-08-15,2022-09-17
LH28W8,830912,BJ7287228969,  50.002170,S,2022-08-31,2022-09-10
TI34X3,875870,NY5630748658,  14.681730,S,2022-08-21,2022-09-15
OJ34U5,845786,AL7722378373,  49.311195,B,2022-08-28,2022-09-04
BY76A6,182075,IG5535272721,  94.746750,S,2022-08-20,2022-09-18
NX67C5,170397,KU0233551014,  54.606050,B,2022-08-25,2022-09-11
DY52Y6,114439,HG0213535348,  22.421625,S,2022-08-18,2022-09-10
LG19S1,348153,ZW2013023196,  56.790495,S,2022-08-03,2022-09-12
HG63V5,784382,VC4716674911,   3.524265,B,2022-08-19,2022-09-29
IR73Z2,47085,QR9521245031,  46.661765,S,2022-08-29,2022-09-02
FA96X8,533333,PU2632693274,  47.545120,S,2022-08-09,2022-09-16
JJ27Y5,544482,MX0435554602,  21.710950,S,2022-08-25,2022-09-06
LI53I3,905792,AG0326109630,  23.678305,S,2022-08-18,2022-09-13
LD66G5,368781,GI8411988664,  87.045520,S,2022-08-07,2022-09-21
SW68A0,380836,QP6660671083,  23.874300,B,2022-08-08,2022-09-10
QX60U1,981693,WD5141850000,   2.368330,S,2022-08-07,2022-09-30
KO49C3,155881,SG5338950277,  71.808095,S,2022-08-07,2022-09-11
UL75G9,419185,IO0381908546,  42.932200,S,2022-08-25,2022-09-05
ZL40K4,771360,ZO8340992048,  40.206705,S,2022-08-29,2022-09-02
PS33A7,954868,AN2615713514,   3.833570,B,2022-08-18,2022-09-26
GD48T0,916492,LP8283986287,  49.029700,B,2022-08-11,2022-09-22
XB49H5,96629,OD1358470124,  18.883120,B,2022-08-20,2022-09-09
AX88X0,980219,UG4184400335,  60.330395,S,2022-08-05,2022-09-11
EY66W7,478313,WK0651614911,  80.224410,B,2022-08-02,2022-09-05
CZ36W7,963263,BC5652397484,  25.603335,B,2022-08-07,2022-09-03
QB72B6,522613,CK0556114100,   6.527980,S,2022-08-11,2022-09-14
HT31O0,481174,XE9380887204,   6.683190,B,2022-08-27,2022-09-11
JY67R9,458963,QL8414669893,  91.687625,B,2022-08-07,2022-09-27
TX94Q1,138231,UV5900091577,  92.154260,S,2022-08-30,2022-09-02
KH87V5,618249,AE7155493729,  11.662220,S,2022-08-13,2022-09-07
WE95S6,796480,VH0838798065,  31.320705,B,2022-08-04,2022-09-05
MP17K0,752975,DC2397789199,  77.022010,S,2022-08-09,2022-09-05
ZN77K2,213016,TI5306167606,  32.932760,S,2022-08-27,2022-09-20
YZ08U8,455297,HN0569074603,  53.676845,S,2022-08-03,2022-09-03
NA57J4,799220,RW7416655361,   3.502900,B,2022-08-13,2022-09-06
RT09U1,351689,AY3517616477,  80.485950,S,2022-08-17,2022-09-15
JJ94Y7,333423,DI8624033359,  40.693500,S,2022-08-03,2022-09-17
WO47W4,644961,FW1682964355,  77.085200,B,2022-08-18,2022-09-13
IV89W4,929919,WM7214667681,  89.016285,S,2022-08-07,2022-09-06
RE34G2,227353,YM5470779717,  50.746340,B,2022-08-15,2022-09-20
LZ87B7,50895,BA8494482545,   1.776240,S,2022-08-28,2022-09-21
LJ64P0,913373,GC4714374780,  90.352865,B,2022-08-11,2022-09-28
BH44U0,356913,MV4924717823,  79.994400,S,2022-08-09,2022-09-06
PY50E0,813514,LQ3886979536,  32.126990,B,2022-08-27,2022-09-11
YV52Z3,671601,MI3810080382,  11.827380,B,2022-08-16,2022-09-28
LZ16B1,900696,MG1259252991,  61.971780,B,2022-08-18,2022-09-18
NW99H7,149915,SH1335799172,  95.414520,S,2022-08-14,2022-09-28
SI69I2,849780,KN6183188682,  79.290465,S,2022-08-08,2022-09-26
NU01N5,453299,FF1029760429,  15.831160,S,2022-08-25,2022-09-04
OX12P2,966536,IK8696352555,  86.701985,S,2022-08-28,2022-09-21
TG19E1,49428,BE8761853062,  47.101330,S,2022-08-29,2022-09-05
ME97W3,26026,WW9980600074,  69.572655,S,2022-08-15,2022-09-20
QA51X4,340799,HJ0050086269,  29.475165,S,2022-08-30,2022-09-05
SW36G2,698216,GK3378013840,  87.567790,S,2022-08-02,2022-09-18
EJ57I1,601161,VS8048672842,   7.717165,B,2022-08-27,2022-09-11
LE60W1,476556,EV3528061463,  61.822275,B,2022-08-07,2022-09-20
SW53R4,506976,WW0624657730,  55.381385,S,2022-08-19,2022-09-11
HI62K5,274962,OU6075717687,  88.210015,S,2022-08-26,2022-09-28
EQ85D0,510166,TR2783952850,  68.162200,S,2022-08-04,2022-09-07
CM58R4,646821,FN0174712385,  68.882730,B,2022-08-10,2022-09-12
AZ95E1,368594,QF1805146347,   8.099000,B,2022-08-15,2022-09-26
VT00E2,722319,WF3779945523,  82.537925,B,2022-08-31,2022-09-16
SN41S7,997851,BQ7891086146,  51.891560,B,2022-08-31,2022-09-18
ZE82E0,967076,PT4582258700,  50.063240,B,2022-08-22,2022-09-25
TQ61N3,869794,YX2271677533,  97.038615,S,2022-08-03,2022-09-07
ER88D0,154568,NE8715845285,  45.195365,B,2022-08-18,2022-09-13
YX33D5,652240,LD6336905856,  53.523700,B,2022-08-15,2022-09-14
RB14A6,550198,HT7437925108,  40.190635,B,2022-08-30,2022-09-07
VX80Q0,810815,RX1110045389,  43.027660,B,2022-08-10,2022-09-12
NC93J8,560174,XZ3657321672,  97.936895,B,2022-08-04,2022-09-16
JS01V9,981921,MN0295056584,  17.994170,B,2022-08-19,2022-09-28
OM93B0,511638,PE5485030410,  65.466890,B,2022-08-23,2022-09-30
NG46G2,287673,QM1776378953,  70.347700,S,2022-08-02,2022-09-22
NM35R0,883727,QR9858124706,  85.880135,B,2022-08-24,2022-09-11
OE23Y9,703560,QJ1821487216,  23.000435,S,2022-08-15,2022-09-09
HD97O6,488375,EF5215348137,  69.990850,B,2022-08-11,2022-09-06
AX74C6,148873,CB1089000039,  10.483195,B,2022-08-07,2022-09-22
RT96I0,26560,TZ5917296326,  37.420565,S,2022-08-17,2022-09-05
KS97B2,539667,JW8868053689,  63.184900,B,2022-08-02,2022-09-07
NR37Q2,429583,TO2009994485,  91.771280,S,2022-08-29,2022-09-20
BS03A0,188239,DW0432662288,  41.713015,B,2022-08-17,2022-09-06
KZ36W1,595436,MB3809840101,  22.694250,B,2022-08-15,2022-09-30
GJ85Y0,629974,BH0693460376,  64.085610,S,2022-08-11,2022-09-18
ZO92G0,746269,NF1307260040,  57.804735,S,2022-08-27,2022-09-25
GP51F9,139375,NM9672821143,  92.560950,B,2022-08-18,2022-09-21
AI81S2,670203,GM3274292113,  57.152750,B,2022-08-18,2022-09-09
MQ06M0,29891,IC2094820854,  44.365395,S,2022-08-21,2022-09-10
AC84S3,891896,CK0229061616,  69.281770,S,2022-08-18,2022-09-07
HO94E9,139828,VL9231579864,  69.128475,B,2022-08-20,2022-09-02
UA38F9,186956,PU1647148314,  79.167645,S,2022-08-26,2022-09-11
XR51L1,668318,KM8671191439,  10.222620,S,2022-08-09,2022-09-29
VM87W3,7478,HD6929199087,  19.518760,B,2022-08-19,2022-09-07
RQ55K2,689777,JF5708181038,  20.418490,B,2022-08-17,2022-09-08
WT06M7,934698,BN6070642780,  69.374365,B,2022-08-24,2022-09-17
FU01R0,191109,PY3587875897,  23.377520,B,2022-08-27,2022-09-11
ZB81B6,398385,KO7211755358,  14.872095,S,2022-08-07,2022-09-30
FL52B5,700552,ZH1508216202,  14.545700,S,2022-08-04,2022-09-26
LB26P1,224518,AY4694453133,  35.556040,S,2022-08-15,2022-09-09
OP10V0,600362,WA9708779685,   5.255775,S,2022-08-10,2022-09-06
YK60J5,182688,UZ0578681923,  92.150675,S,2022-08-04,2022-09-30
ZT54R3,320001,ZN9872551153,  68.333005,B,2022-08-15,2022-09-03
OZ36J5,479106,JW8146551886,   2.553275,S,2022-08-03,2022-09-23
NQ88G5,844631,CR8855313010,  26.579345,S,2022-08-18,2022-09-18
RD16H3,937908,PV4942031472,  39.257550,B,2022-08-11,2022-09-06
CR63P8,442822,QW6169848857,  32.228305,S,2022-08-18,2022-09-18
DQ18B9,387390,IH3672384168,  78.364600,S,2022-08-22,2022-09-08
OW28L9,875200,AA6801361566, 103.838500,S,2022-08-22,2022-09-12
OC35Y3,308770,YE6511773513,  66.651645,B,2022-08-17,2022-09-30
VO28R3,522532,LJ7317827442,  11.539725,B,2022-08-12,2022-09-02
ZO71L4,898353,WE8406644952,  15.166360,B,2022-08-02,2022-09-20
ZT70K4,861299,XO4765914289,  27.552790,B,2022-08-30,2022-09-26
RC04A4,608939,JO4218845363,  34.895210,S,2022-08-08,2022-09-02
VT91Z1,403020,CL9801642123,  45.252580,S,2022-08-19,2022-09-23
YU85Q3,120261,GC3298616831,  89.233600,S,2022-08-05,2022-09-09
JU80L1,828407,WT5775760994,  20.392350,B,2022-08-26,2022-09-28
BT01M0,218023,EB1896582867,  84.734300,B,2022-08-13,2022-09-10
CQ62M1,618245,PZ1798151171,  87.182855,S,2022-08-02,2022-09-12
AI80B9,575410,PS1994856019,  12.112880,B,2022-08-09,2022-09-19
XB51P3,911242,YC0933492419,  44.411785,B,2022-08-16,2022-09-28
EA20I1,861130,OP9276981993,  44.319555,S,2022-08-19,2022-09-06
JA02X7,380760,JE0494862675,  24.980630,S,2022-08-20,2022-09-10
PS80P1,618976,TW9080599950,  91.122485,B,2022-08-05,2022-09-02
OV17S9,258919,OI5039156091,  78.275200,S,2022-08-15,2022-09-07
CU83A3,207469,YV8279393518,  88.186975,B,2022-08-19,2022-09-13
ZI98L9,373043,WG5849027940,  37.084005,S,2022-08-03,2022-09-10
NL51G9,436866,RT5128660478,  16.625680,B,2022-08-27,2022-09-06
IE55N9,980265,LV8881852077,  73.053500,S,2022-08-10,2022-09-26
KB70U5,948079,GK1588465448,  71.262000,S,2022-08-31,2022-09-02
GJ02P0,617801,ZU2496624952,  48.213105,B,2022-08-21,2022-09-22
TJ81T9,536840,OC3918856849,  56.693715,S,2022-08-30,2022-09-28
XT56U0,566695,WI8381908111,  91.573050,S,2022-08-26,2022-09-13
TB27R6,16163,UA8509845602,  79.460890,S,2022-08-31,2022-09-09
MQ56E6,636031,DT1629577164,  46.980135,B,2022-08-14,2022-09-23
XP80E5,303073,DX4037851232,  35.424155,S,2022-08-08,2022-09-27
KS95Z2,645085,ZA1857816584,  87.479315,B,2022-08-22,2022-09-23
YV49O0,517312,XN2915032430,  71.520375,B,2022-08-12,2022-09-04
KM65O8,784483,EG0389600899,  64.816950,B,2022-08-11,2022-09-05
FI80G1,134302,ZW2257995157,  50.567550,S,2022-08-20,2022-09-02
YM22I5,560380,TM1998820637,  29.186470,S,2022-08-13,2022-09-23
RE99W7,414749,CO2261586295,  41.292640,S,2022-08-04,2022-09-24
YH23D0,794277,FP8036224818,  74.369175,B,2022-08-06,2022-09-27
NZ48W9,691595,JV6631875491,  73.864460,B,2022-08-11,2022-09-06
QW90U6,304874,GQ1594753356,  80.950540,S,2022-08-05,2022-09-17
ZS42Z8,421701,NX7692229288,  92.138790,B,2022-08-24,2022-09-09
WB19H9,646525,II6215212841,  71.167735,S,2022-08-27,2022-09-21
FQ05M7,557718,FT4204635350,   6.877445,B,2022-08-25,2022-09-14
VS68M0,91057,LU6514383789,  72.125245,S,2022-08-03,2022-09-08
FW70C3,914000,SL1671010090,  70.951885,S,2022-08-21,2022-09-15
UD56I7,85448,KM7400271551,  81.964365,S,2022-08-26,2022-09-24
AE62G4,920593,UO2859245268,  77.976435,S,2022-08-08,2022-09-02
TV09Y7,169709,RG5754177426,  61.405670,S,2022-08-29,2022-09-23
SD62S0,15537,MX1421942384,  59.860045,S,2022-08-03,2022-09-20
YP21M1,359004,EJ6618135631,  81.505195,S,2022-08-11,2022-09-13
PL73N4,344078,JG5300521288,  77.922200,B,2022-08-31,2022-09-23
IP33V3,812180,VZ9494409304,  88.578355,S,2022-08-30,2022-09-18
OC46W8,600824,EI0227390495,  51.722735,S,2022-08-09,2022-09-11
KI76Z1,300110,JA8397561493,  67.269450,S,2022-08-08,2022-09-04
KX88Q3,256549,HA0344991426,  38.219145,B,2022-08-18,2022-09-28
WH81Z7,782373,QJ0906094664,  93.335600,B,2022-08-20,2022-09-06
ZF00C9,45938,DO3481082122,  47.822475,B,2022-08-30,2022-09-14
VX29S5,585381,EN7248143704,  36.778620,S,2022-08-20,2022-09-04
BC61D6,495821,CW9030994319,  91.977530,B,2022-08-28,2022-09-25
GS29F9,512321,XB2455513524,  92.983540,B,2022-08-28,2022-09-20
GH70H0,341598,LI4762729613,  65.588200,S,2022-08-11,2022-09-10
FW12P4,451572,RA3953314591,  16.218070,S,2022-08-10,2022-09-12
SW37M1,403948,AL4131085499,  96.923020,S,2022-08-13,2022-09-07
AL28F5,293315,RP5098737076,   2.729035,B,2022-08-04,2022-09-17
VL70W3,72526,TX3769648280,  53.992635,B,2022-08-30,2022-09-15
ZT58B1,133159,RP8247359148,   8.370130,S,2022-08-31,2022-09-24
QK91S3,856829,KG0319854140,  19.195140,B,2022-08-13,2022-09-27
XD96U2,243779,EK2768751528,  21.830920,B,2022-08-28,2022-09-13
OQ00P6,81179,LL4883614598,  31.873300,S,2022-08-31,2022-09-22
VS42L9,114657,PY0647365534,  98.748810,S,2022-08-11,2022-09-14
UD12C6,788765,OI0673122039,  32.496120,B,2022-08-14,2022-09-10
VC65A4,460278,SI1931186963,  72.086110,B,2022-08-11,2022-09-14
PB75M3,791097,IE7791499090,  69.864995,S,2022-08-11,2022-09-20
SA28L2,386089,WL6233230732,  65.542700,B,2022-08-04,2022-09-26
KU92V7,76872,TF3761052760,  78.895140,B,2022-08-31,2022-09-12
CX63N0,797092,OL6917911606,  65.411070,B,2022-08-13,2022-09-18
OY77O0,321071,DQ4828977854,  86.367265,B,2022-08-21,2022-09-24
UA86S2,685648,MW4665381162,   4.848175,B,2022-08-24,2022-09-20
CG82E2,597795,HD0688035008,  58.657565,B,2022-08-18,2022-09-10
XN36N9,937058,SI0509912779,  46.383810,S,2022-08-29,2022-09-25
BM80G6,753187,DM9035038253,  51.301550,S,2022-08-27,2022-09-15
QP85L1,396102,SM3727208022,  31.752700,B,2022-08-17,2022-09-03
NW89D6,943526,VK5878973573,  52.894440,B,2022-08-30,2022-09-05
BZ80D1,307732,YE1490394838,  35.179690,B,2022-08-13,2022-09-11
WJ13P9,46790,CX0983460472,  35.726400,S,2022-08-08,2022-09-11
AK51P7,782255,GW7822970780,  30.901820,S,2022-08-03,2022-09-30
EF77Y9,140975,UT5876214112,   4.753645,B,2022-08-04,2022-09-29
MI15K1,646722,YP8281022156,  33.683500,B,2022-08-25,2022-09-16
US23P9,26320,ER4412748174,  77.291500,B,2022-08-19,2022-09-29
WU40I9,682587,RR9033592789,  48.170655,B,2022-08-03,2022-09-30
TB93Q8,30072,CW9537783160,  68.618220,B,2022-08-29,2022-09-11
NV61C7,730013,DD6802940299,  77.084250,S,2022-08-11,2022-09-16
QN08E5,294193,XO2857543505,  51.762525,B,2022-08-22,2022-09-22
WO68A8,160326,TO7152481713,  59.978610,S,2022-08-25,2022-09-09
NH31D6,759031,ZM4533979607,  53.520960,B,2022-08-24,2022-09-14
WC98X4,598950,CS4681539895,  92.266000,B,2022-08-21,2022-09-04
HL17T9,742341,AT7155224540,  41.697885,B,2022-08-25,2022-09-05
EU98E6,460805,QJ5250380579,  28.120120,S,2022-08-31,2022-09-30
TG83C4,255649,YW6529025005,  35.021785,S,2022-08-17,2022-09-02
OU66X8,132119,UQ7285773861,  96.244150,S,2022-08-03,2022-09-29
XG26U7,96598,XS7047581838,  60.151845,B,2022-08-04,2022-09-15
AA46J7,368281,EB4778358814,  55.197590,B,2022-08-28,2022-09-17
VJ90R6,318283,BQ7575560362,  60.463700,B,2022-08-28,2022-09-28
PV63G9,132996,ZK5190035403,  70.827580,B,2022-08-13,2022-09-20
MO10Y9,142349,GS8932141188,  91.657800,S,2022-08-29,2022-09-27
QR11N5,328540,LQ3025523981,  59.400375,S,2022-08-18,2022-09-04
RX12D3,988118,DT3581396810,  67.267200,S,2022-08-25,2022-09-03
WX88L1,75187,XY2918176056,  31.634505,B,2022-08-21,2022-09-21
YX52R5,974366,XL8644965057,  60.402860,S,2022-08-19,2022-09-06
XG19J9,766129,UZ7496274351,  67.811230,B,2022-08-21,2022-09-05
NF83E3,306894,EQ2219514536,  17.408030,B,2022-08-23,2022-09-25
WK46H7,489925,FL0877701073,  17.630125,B,2022-08-14,2022-09-16
BJ29Y3,161741,UD4601490538,  42.647495,S,2022-08-17,2022-09-06
YP73I4,176612,ZQ4345336442,  98.607535,S,2022-08-20,2022-09-16
MO56V2,719029,RE4031428987,  45.551985,B,2022-08-18,2022-09-08
CG31G7,916319,QY5581414191,  93.743025,S,2022-08-10,2022-09-26
WA62Q7,69617,CO9050138603,  62.055000,S,2022-08-05,2022-09-22
WR60E6,566128,EJ4840979054,  89.130550,S,2022-08-05,2022-09-09
XH53J6,28288,NA5889547861,  60.443855,S,2022-08-15,2022-09-16
PO26O8,557632,GU6740461585,  71.087465,B,2022-08-19,2022-09-17
QM32V7,870177,II2162706294,  85.562265,S,2022-08-05,2022-09-16
GB93M8,976944,TN6681553005,  37.180895,S,2022-08-17,2022-09-29
ZZ98R0,172587,OM6384338849,  94.124110,S,2022-08-06,2022-09-03
ZI74A7,296215,TP4785839924,  28.201850,B,2022-08-05,2022-09-04
CQ65T3,768609,EO8798957432,  79.889420,B,2022-08-17,2022-09-14
XG76Q8,479305,SL9749946224,  77.728350,S,2022-08-26,2022-09-16
IC90M9,88755,ET1355902295,  16.517110,S,2022-08-04,2022-09-17
KQ67M5,442253,IH6359870357,  27.953585,B,2022-08-22,2022-09-05
OG29E1,422333,DS2710483820,  93.583505,S,2022-08-09,2022-09-17
HQ74R0,53975,RW4028908715,  90.974335,S,2022-08-29,2022-09-09
NM29T0,286377,CG9610664401,  69.959550,B,2022-08-04,2022-09-19
YG61K6,700636,LM2643588428,  71.407475,B,2022-08-10,2022-09-12
SU75Z6,798901,GV8182580418,  10.714265,S,2022-08-28,2022-09-13
AG41J1,812164,FH0013884622,  55.883105,S,2022-08-10,2022-09-02
KN84R7,52467,OT4281048947,  81.624900,B,2022-08-08,2022-09-29
JU47P6,201676,KJ5769361168,  11.374630,B,2022-08-24,2022-09-13
NP14D4,607365,KE2097579086,  78.933125,B,2022-08-29,2022-09-17
SQ93J6,748337,ZD5724149559,  35.507435,S,2022-08-12,2022-09-08
LR12P3,235692,LF3200863521, 102.232290,S,2022-08-07,2022-09-25
PO39I1,701788,QX4879381455,  61.789495,B,2022-08-30,2022-09-19
SA53O2,911911,DN6846673007,  78.307900,B,2022-08-10,2022-09-19
JB61Q8,37639,WP8243202958,  70.969700,B,2022-08-30,2022-09-21
LX12M3,260701,WO1448036109,  80.061695,S,2022-08-27,2022-09-26
ML18S4,140554,XK5297815495,  26.679340,S,2022-08-24,2022-09-27
QD63S6,56138,HB3893934238,  41.183725,B,2022-08-17,2022-09-21
DO25M1,120400,EM4148311510,  14.336445,S,2022-08-07,2022-09-29
PQ57H8,35154,XC5221758985,  34.122985,B,2022-08-23,2022-09-24
HE01X8,867666,PQ9677344782,  42.237685,B,2022-08-15,2022-09-21
VH87L3,796660,NE5512767951,   1.593550,S,2022-08-22,2022-09-05
YQ94J1,600317,FN2072754438,  33.248115,B,2022-08-22,2022-09-03
DC04D0,688905,NJ5320477668,  57.465785,S,2022-08-13,2022-09-18
CF28G9,827787,GQ2024743525,  11.517490,S,2022-08-31,2022-09-03
ZK45I8,53985,PZ0728980327,  72.338400,B,2022-08-29,2022-09-11
ZG76Q6,18751,LO4903441688,  13.230735,S,2022-08-03,2022-09-22
NS18S0,95719,PN6112074788,  42.719230,B,2022-08-17,2022-09-14
HL15K0,842806,JI7191973421,  54.467350,S,2022-08-21,2022-09-15
YJ33E3,434260,TH9835245995,   0.575540,B,2022-08-10,2022-09-18
XD47H4,998679,FY5941273054,  89.312615,S,2022-08-10,2022-09-19
WW42B1,365177,DB0615719945,   9.002360,S,2022-08-14,2022-09-21
ZD36E1,900591,HL0448031731,  63.088105,B,2022-08-04,2022-09-04
CH07M5,551131,MW4127244592,  12.192200,B,2022-08-11,2022-09-10
UB00P7,403613,XV8206095177,  66.037820,B,2022-08-16,2022-09-05
OZ08M6,586242,KO0135170613,  50.682135,S,2022-08-10,2022-09-03
DG71H8,221982,TD2689488854,   6.921360,S,2022-08-13,2022-09-16
IU60N0,36451,IB1494476439,  41.832705,S,2022-08-29,2022-09-25
KL89O9,381802,SH1434820429,  41.149200,S,2022-08-11,2022-09-28
XC66U7,670626,SI6348639428,  12.834250,B,2022-08-06,2022-09-20
PR06G3,706062,OC6275743339,  41.245850,S,2022-08-03,2022-09-24
LN91Z8,535428,ZD5894008184,  44.619845,S,2022-08-14,2022-09-18
SP85A5,521203,CA1206012445,  20.417130,S,2022-08-03,2022-09-05
RX56V2,516239,KF2764995689,  24.481100,S,2022-08-16,2022-09-04
WO33V6,642639,QX8087441521,  76.457375,B,2022-08-16,2022-09-05
YH44R5,945534,RE8240643289,  70.125615,S,2022-08-16,2022-09-30
XJ26K5,867862,BL0972724233,  59.810670,S,2022-08-25,2022-09-19
KS17D2,273697,SA2035496990,  37.168685,B,2022-08-29,2022-09-19
AF74Y9,171786,WY5716761898,  94.091980,S,2022-08-24,2022-09-10
VY42F6,324019,BF6482088519,   0.694810,B,2022-08-22,2022-09-17
BQ34O8,634153,FR2931919629,  26.936000,S,2022-08-10,2022-09-21
